ds,y
2018-07-18,95.35
2018-07-19,93.66
2018-07-20,95.49
2018-07-23,97.57
2018-07-24,97.19
2018-07-25,97.15
2018-07-26,94.75
2018-07-27,92.78
2018-07-30,92.09
2018-07-31,92.63
2018-08-01,93.49
2018-08-02,94.06
2018-08-03,95.34
2018-08-06,95.19
2018-08-07,95.96
2018-08-08,96.28
2018-08-09,96.27
2018-08-10,94.77
2018-08-13,94.48
2018-08-14,96.45
2018-08-15,95.91
2018-08-16,97.55
2018-08-17,97.8
2018-08-20,98.51
2018-08-21,99.1
2018-08-22,99.06
2018-08-23,98.16
2018-08-24,98.08
2018-08-27,99.5
2018-08-28,99.15
2018-08-29,98.75
2018-08-30,97.88
2018-08-31,97.72
2018-09-04,98.45
2018-09-05,98.47
2018-09-06,96.79
2018-09-07,97.01
2018-09-10,97.11
2018-09-11,97.27
2018-09-12,96.06
2018-09-13,95.66
2018-09-14,96.63
2018-09-17,95.76
2018-09-18,95.69
2018-09-19,97.59
2018-09-20,97.89
2018-09-21,97.64
2018-09-24,96.28
2018-09-25,96.12
2018-09-26,94.86
2018-09-27,94.14
2018-09-28,93.62
2018-10-01,93.64
2018-10-02,94.21
2018-10-03,95.39
2018-10-04,95.29
2018-10-05,94.73
2018-10-08,95.1
2018-10-09,94.67
2018-10-10,92.28
2018-10-11,89.68
2018-10-12,89.53
2018-10-15,89.3
2018-10-16,90.36
2018-10-17,90.21
2018-10-18,89.1
2018-10-19,90.36
2018-10-22,87.31
2018-10-23,85.84
2018-10-24,84.67
2018-10-25,87.05
2018-10-26,84.56
2018-10-29,85.26
2018-10-30,86.62
2018-10-31,88.06
2018-11-01,88.06
2018-11-02,86.06
2018-11-05,86.83
2018-11-06,87.95
2018-11-07,89.29
2018-11-08,90.0
2018-11-09,89.54
2018-11-12,88.27
2018-11-13,89.05
2018-11-14,88.08
2018-11-15,88.31
2018-11-16,86.81
2018-11-19,86.9
2018-11-20,85.19
2018-11-21,85.62
2018-11-23,84.82
2018-11-26,87.13
2018-11-27,87.35
2018-11-28,89.55
2018-11-29,88.03
2018-11-30,88.83
2018-12-03,89.61
2018-12-04,84.08
2018-12-06,83.81
2018-12-07,81.88
2018-12-10,81.67
2018-12-11,80.59
2018-12-12,81.26
2018-12-13,79.63
2018-12-14,77.98
2018-12-17,76.18
2018-12-18,75.49
2018-12-19,73.96
2018-12-20,73.78
2018-12-21,71.7
2018-12-24,70.11
2018-12-26,73.7
2018-12-27,74.28
2018-12-28,73.95
2018-12-31,74.87
2019-01-02,76.53
2019-01-03,75.44
2019-01-04,78.78
2019-01-07,79.22
2019-01-08,79.26
2019-01-09,79.8
2019-01-10,79.19
2019-01-11,80.17
2019-01-14,80.63
2019-01-15,80.75
2019-01-16,82.83
2019-01-17,82.86
2019-01-18,84.16
2019-01-22,82.61
2019-01-23,77.46
2019-01-24,79.42
2019-01-25,78.86
2019-01-28,78.73
2019-01-29,78.8
2019-01-30,80.11
2019-01-31,79.82
2019-02-01,80.11
2019-02-04,80.62
2019-02-05,80.09
2019-02-06,79.38
2019-02-07,78.28
2019-02-08,77.49
2019-02-11,77.7
2019-02-12,79.44
2019-02-13,79.64
2019-02-14,79.26
2019-02-15,81.21
2019-02-19,81.84
2019-02-20,82.36
2019-02-21,81.71
2019-02-22,80.84
2019-02-25,81.06
2019-02-26,80.54
2019-02-27,81.9
2019-02-28,83.21
2019-03-01,83.89
2019-03-04,82.94
2019-03-05,82.6
2019-03-06,82.15
2019-03-07,80.92
2019-03-08,81.01
2019-03-11,82.48
2019-03-12,82.58
2019-03-13,83.37
2019-03-14,82.84
2019-03-15,83.96
2019-03-18,84.53
2019-03-19,84.04
2019-03-20,82.58
2019-03-21,82.52
2019-03-22,79.65
2019-03-25,79.01
2019-03-26,80.3
2019-03-27,79.72
2019-03-28,80.6
2019-03-29,81.33
2019-04-01,84.11
2019-04-02,84.31
2019-04-03,84.93
2019-04-04,86.32
2019-04-05,86.16
2019-04-08,85.66
2019-04-09,84.73
2019-04-10,85.25
2019-04-11,85.87
2019-04-12,87.44
2019-04-15,86.5
2019-04-16,87.52
2019-04-17,87.53
2019-04-18,87.72
2019-04-22,87.22
2019-04-23,87.8
2019-04-24,87.4
2019-04-25,87.66
2019-04-26,93.32
2019-04-29,91.97
2019-04-30,92.42
2019-05-01,92.17
2019-05-02,92.51
2019-05-03,93.84
2019-05-06,93.2
2019-05-07,91.2
2019-05-08,89.82
2019-05-09,89.8
2019-05-10,90.39
2019-05-13,87.54
2019-05-14,89.26
2019-05-15,89.38
2019-05-16,90.98
2019-05-17,90.54
2019-05-20,91.38
2019-05-21,92.2
2019-05-22,91.26
2019-05-23,89.25
2019-05-24,90.78
2019-05-28,88.75
2019-05-29,89.44
2019-05-30,88.35
2019-05-31,85.87
2019-06-03,87.08
2019-06-04,89.92
2019-06-05,89.9
2019-06-06,90.36
2019-06-07,90.26
2019-06-10,90.43
2019-06-11,91.34
2019-06-12,90.55
2019-06-13,90.77
2019-06-14,90.57
2019-06-17,89.95
2019-06-18,91.29
2019-06-19,90.48
2019-06-20,91.63
2019-06-21,91.52
2019-06-24,88.72
2019-06-25,88.82
2019-06-26,89.38
2019-06-27,89.33
2019-06-28,90.74
2019-07-01,92.04
2019-07-02,91.1
2019-07-03,92.99
2019-07-05,92.54
2019-07-08,91.8
2019-07-09,92.29
2019-07-10,90.16
2019-07-11,90.71
2019-07-12,91.07
2019-07-15,89.75
2019-07-16,89.93
2019-07-17,88.19
2019-07-18,88.76
2019-07-19,90.65
2019-07-22,91.72
2019-07-23,94.34
2019-07-24,96.92
2019-07-25,95.9
2019-07-26,98.08
2019-07-29,96.92
